audit_name,CISNo,condition,map,remediation,description
18.7.3 (L1) Ensure 'Configure RPC connection settings: Protocol to use for outgoing RPC connections' is set to 'Enabled: RPC over TCP' (Automated),18.7.3,RpcUseNamedPipeProtocol == 0,"{ ""0"": ""Enabled: RPC over TCP"", ""1"": ""Disabled "" }","To establish the recommended configuration via GP, set the following UI path to Enabled: RPC over TCP: Computer Configuration\Policies\Administrative Templates\Printers\Configure RPC connection settings: Protocol to use for outgoing RPC connections",This policy setting controls which protocol and protocol settings to use for outgoing Remote Procedure Call (RPC) connections to a remote print spooler. The recommended state for this setting is: Enabled: RPC over TCP
18.7.4 (L1) Ensure 'Configure RPC connection settings: Use authentication for outgoing RPC connections' is set to 'Enabled: Default' (Automated),18.7.4,RpcAuthentication == 0,"{ ""0"": ""Enabled: Default"", ""1"": ""Disabled"" }","To establish the recommended configuration via GP, set the following UI path to Enabled: Default: Computer Configuration\Policies\Administrative Templates\Printers\Configure RPC connection settings: Use authentication for outgoing RPC connections",This policy setting controls which protocol and protocol settings to use for outgoing Remote Procedure Call (RPC) connections to a remote print spooler. The recommended state for this setting is: Enabled: Default
18.7.5 (L1) Ensure 'Configure RPC listener settings: Protocols to allow for incoming RPC connections' is set to 'Enabled: RPC over TCP' (Automated),18.7.5,RpcProtocols == 5,"{ ""5"": ""Enabled: RPC over TCP"", ""0"": ""Disabled"" }","To establish the recommended configuration via GP, set the following UI path to Enabled: RCP over TCP: Computer Configuration\Policies\Administrative Templates\Printers\Configure RPC listener settings: Configure protocol options for incoming RPC connections",This policy setting controls which protocols incoming Remote Procedure Call (RPC) connections to the print spooler are allowed to use. The recommended state for this setting is: Enabled: RPC over TCP.
18.7.6 (L1) Ensure 'Configure RPC listener settings: Authentication protocol to use for incoming RPC connections:' is set to 'Enabled: Negotiate' or higher (Automated),18.7.6,ForceKerberosForRpc == 0 || ForceKerberosForRpc == 1,"{ ""0"": ""Negotiate"", ""1"": ""Kerberos "" }","To establish the recommended configuration via GP, set the following UI path to Enabled: Negotiate or higher: Computer Configuration\Policies\Administrative Templates\Printers\Configure RPC listener settings: Configure protocol options for incoming RPC connections",This policy setting controls which protocols incoming Remote Procedure Call (RPC) connections to the print spooler are allowed to use. The recommended state for this setting is: Enabled: Negotiate or higher.
18.7.7 (L1) Ensure 'Configure RPC over TCP port' is set to 'Enabled: 0' (Automated),18.7.7,RpcTcpPort == 0,"{""0"": ""Enabled"", ""1"": ""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: 0: Computer Configuration\Policies\Administrative Templates\Printers\Configure RPC over TCP port",This policy setting controls which port is used for RPC over TCP for incoming connections to the print spooler and outgoing connections to remote print spoolers. The recommended state for this setting is: Enabled: 0.
18.7.8 (L1) Ensure 'Limits print driver installation to Administrators' is set to 'Enabled' (Automated),18.7.8,RestrictDriverInstallationToAdministrators == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled. Computer Configuration\Policies\Administrative Templates\Printers\Limits print driver installation to Administrators",This policy setting controls whether users who aren't Administrators can install print drivers on the system. The recommended state for this setting is: Enabled.
18.7.9 (L1) Ensure 'Manage processing of Queue-specific files' is set to 'Enabled: Limit Queue-specific files to Color profiles' (Automated),18.7.9,CopyFilesPolicy == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Limit Queue-specific files to Color profiles: Computer Configuration\Policies\Administrative Templates\Printers\Manage processing of Queue-specific files","This policy setting manages how queue-specific files are processed during printer installation. At printer installation time, a vendor-supplied installation application can specify a set of files, of any type, to be associated with a particular print queue. The files are downloaded to each client that connects to the print server. The recommended state for this setting is: Enabled: Limit Queue-specific files to Color profiles."
18.7.10 (L1) Ensure 'Point and Print Restrictions: When installing drivers for a new connection' is set to 'Enabled: Show warning and elevation prompt' (Automated),18.7.10,NoWarningNoElevationOnInstall == 0,"{""0"": ""Enabled: Show warning and elevation prompt"", ""1"": ""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Show warning and elevation prompt: Computer Configuration\Policies\Administrative Templates\Printers\Point and Print Restrictions: When installing drivers for a new connection",This policy setting controls whether computers will show a warning and a security elevation prompt when users create a new printer connection using Point and Print. The recommended state for this setting is: Enabled: Show warning and elevation prompt.
18.7.11 (L1) Ensure 'Point and Print Restrictions: When updating drivers for an existing connection' is set to 'Enabled: Show warning and elevation prompt' (Automated),18.7.11,UpdatePromptSettings == 0,"{""0"": ""Enabled: Show warning and elevation prompt"", ""1"": ""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Show warning and elevation prompt: Computer Configuration\Policies\Administrative Templates\Printers\Point and Print Restrictions: When updating drivers for an existing connection",This policy setting controls whether computers will show a warning and a security elevation prompt when users are updating drivers for an existing connection using Point and Print. The recommended state for this setting is: Enabled: Show warning and elevation prompt
18.8.1.1 (L2) Ensure 'Turn off notifications network usage' is set to 'Enabled' (Automated),18.8.1.1,NoCloudApplicationNotification == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Start Menu and Taskbar\Notifications\Turn off notifications network usage","This policy setting blocks applications from using the network to send notifications to update tiles, tile badges, toast, or raw notifications. This policy setting turns off the connection between Windows and the Windows Push Notification Service (WNS). This policy setting also stops applications from being able to poll application services to update tiles. The recommended state for this setting is: Enabled."
18.9.3.1 (L1) Ensure 'Include command line in process creation events' is set to 'Enabled' (Automated),18.9.3.1,ProcessCreationIncludeCmdLine_Enabled == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Audit Process Creation\Include command line in process creation events",This policy setting controls whether the process creation command line text is logged in security audit events when a new process has been created. The recommended state for this setting is: Enabled.
18.9.4.1 (L1) Ensure 'Encryption Oracle Remediation' is set to 'Enabled: Force Updated Clients' (Automated),18.9.4.1,AllowEncryptionOracle == 0,"{""0"": ""Enabled: Force Updated Clients"",""1"": ""Mitigated"", ""2"": ""Vulnerable""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Force Updated Clients: Computer Configuration\Policies\Administrative Templates\System\Credentials Delegation\Encryption Oracle Remediation",Some versions of the CredSSP protocol that is used by some applications (such as Remote Desktop Connection) are vulnerable to an encryption oracle attack against the client. This policy controls compatibility with vulnerable clients and servers and allows you to set the level of protection desired for the encryption oracle vulnerability. The recommended state for this setting is: Enabled: Force Updated Clients.
18.9.4.2 (L1) Ensure 'Remote host allows delegation of nonexportable credentials' is set to 'Enabled' (Automated),18.9.4.2,AllowProtectedCreds == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Credentials Delegation\Remote host allows delegation of non-exportable credentials","Remote host allows delegation of non-exportable credentials. When using credential delegation, devices provide an exportable version of credentials to the remote host. This exposes users to the risk of credential theft from attackers on the remote host. The Restricted Admin Mode and Windows Defender Remote Credential Guard features are two options to help protect against this risk. The recommended state for this setting is: Enabled."
18.9.5.1 (NG) Ensure 'Turn On Virtualization Based Security' is set to 'Enabled' (Automated),18.9.5.1,EnableVirtualizationBasedSecurity == 1,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\System\Device Guard\Turn On Virtualization Based Security",This policy setting specifies whether Virtualization Based Security is enabled. Virtualization Based Security uses the Windows Hypervisor to provide support for security services. The recommended state for this setting is: Enabled.
