audit_id,audit_name,audit_description,audit_remediation,check
1.8.7,Ensure GDM disabling automatic mounting of removable media is not overridden,"
By default GNOME automatically mounts removable media when inserted as a
convenience to the user
By using the lockdown mode in dconf, you can prevent users from changing specific
settings.
To lock down a dconf key or subpath, create a locks subdirectory in the keyfile directory.
The files inside this directory contain a list of keys or subpaths to lock. Just as with the
keyfiles, you may add any number of files to this directory.
Example Lock File:
# Lock automount settings
/org/gnome/desktop/media-handling/automount
/org/gnome/desktop/media-handling/automount-open
","
Run the following script to lock disable automatic mounting of media for all GNOME
users:
#!/usr/bin/env bash
{
# Check if GNMOE Desktop Manager is installed. If package isn't
installed, recommendation is Not Applicable\n
# determine system's package manager
l_pkgoutput=""""
if command -v dpkg-query > /dev/null 2>&1; then
l_pq=""dpkg-query -W""
elif command -v rpm > /dev/null 2>&1; then
l_pq=""rpm -q""
fi
# Check if GDM is installed
l_pcl=""gdm gdm3"" # Space separated list of packages to check
for l_pn in $l_pcl; do
$l_pq ""$l_pn"" > /dev/null 2>&1 && l_pkgoutput=""y"" && echo -e ""\n -
Package: \""$l_pn\"" exists on the system\n - remediating configuration if
needed""
done
# Check configuration (If applicable)
if [ -n ""$l_pkgoutput"" ]; then
# Look for automount to determine profile in use, needed for remaining
tests
l_kfd=""/etc/dconf/db/$(grep -Psril '^\h*automount\b' /etc/dconf/db/*/ |
awk -F'/' '{split($(NF-1),a,""."");print a[1]}').d"" #set directory of key file
to be locked
# Look for automount-open to determine profile in use, needed for
remaining tests
l_kfd2=""/etc/dconf/db/$(grep -Psril '^\h*automount-open\b'
/etc/dconf/db/*/ | awk -F'/' '{split($(NF-1),a,""."");print a[1]}').d"" #set
directory of key file to be locked
if [ -d ""$l_kfd"" ]; then # If key file directory doesn't exist, options
can't be locked
if grep -Priq '^\h*\/org/gnome\/desktop\/media-
handling\/automount\b' ""$l_kfd""; then
echo "" - \""automount\"" is locked in \""$(grep -Pril
'^\h*\/org/gnome\/desktop\/media-handling\/automount\b' ""$l_kfd"")\""""
else
echo "" - creating entry to lock \""automount\""""
[ ! -d ""$l_kfd""/locks ] && echo ""creating directory $l_kfd/locks""
&& mkdir ""$l_kfd""/locks
{
echo -e '\n# Lock desktop media-handling automount setting'
echo '/org/gnome/desktop/media-handling/automount'
} >> ""$l_kfd""/locks/00-media-automount
fi
else
echo -e "" - \""automount\"" is not set so it can not be locked\n -
Please follow Recommendation \""Ensure GDM automatic mounting of removable
media is disabled\"" and follow this Recommendation again""
fi
if [ -d ""$l_kfd2"" ]; then # If key file directory doesn't exist,
options can't be locked
if grep -Priq '^\h*\/org/gnome\/desktop\/media-handling\/automount-
open\b' ""$l_kfd2""; then
echo "" - \""automount-open\"" is locked in \""$(grep -Pril
'^\h*\/org/gnome\/desktop\/media-handling\/automount-open\b' ""$l_kfd2"")\""""
else
echo "" - creating entry to lock \""automount-open\""""
[ ! -d ""$l_kfd2""/locks ] && echo ""creating directory
$l_kfd2/locks"" && mkdir ""$l_kfd2""/locks
{
echo -e '\n# Lock desktop media-handling automount-open
setting'
echo '/org/gnome/desktop/media-handling/automount-open'
} >> ""$l_kfd2""/locks/00-media-automount
fi
else
echo -e "" - \""automount-open\"" is not set so it can not be locked\n
- Please follow Recommendation \""Ensure GDM automatic mounting of removable
media is disabled\"" and follow this Recommendation again""
fi
# update dconf database
dconf update
else
echo -e "" - GNOME Desktop Manager package is not installed on the
system\n - Recommendation is not applicable""
fi
}
",,TRUE
1.8.8,Ensure GDM autorun-never is enabled,"
The autorun-never setting allows the GNOME Desktop Display Manager to disable
autorun through GDM.
","
Run the following script to set autorun-never to true for GDM users:
#!/usr/bin/env bash
{
l_pkgoutput="""" l_output="""" l_output2=""""
l_gpname=""local"" # Set to desired dconf profile name (default is local)
# Check if GNOME Desktop Manager is installed. If package isn't
installed, recommendation is Not Applicable\n
# determine system's package manager
if command -v dpkg-query > /dev/null 2>&1; then
l_pq=""dpkg-query -W""
elif command -v rpm > /dev/null 2>&1; then
l_pq=""rpm -q""
fi
# Check if GDM is installed
l_pcl=""gdm gdm3"" # Space separated list of packages to check
for l_pn in $l_pcl; do
$l_pq ""$l_pn"" > /dev/null 2>&1 && l_pkgoutput=""$l_pkgoutput\n -
Package: \""$l_pn\"" exists on the system\n - checking configuration""
done
echo -e ""$l_pkgoutput""
# Check configuration (If applicable)
if [ -n ""$l_pkgoutput"" ]; then
echo -e ""$l_pkgoutput""
# Look for existing settings and set variables if they exist
l_kfile=""$(grep -Prils -- '^\h*autorun-never\b' /etc/dconf/db/*.d)""
# Set profile name based on dconf db directory ({PROFILE_NAME}.d)
if [ -f ""$l_kfile"" ]; then
l_gpname=""$(awk -F\/ '{split($(NF-1),a,""."");print a[1]}' <<<
""$l_kfile"")""
echo "" - updating dconf profile name to \""$l_gpname\""""
fi
[ ! -f ""$l_kfile"" ] && l_kfile=""/etc/dconf/db/$l_gpname.d/00-media-
autorun""
# Check if profile file exists
if grep -Pq -- ""^\h*system-db:$l_gpname\b"" /etc/dconf/profile/*; then
echo -e ""\n - dconf database profile exists in: \""$(grep -Pl --
""^\h*system-db:$l_gpname\b"" /etc/dconf/profile/*)\""""
else
[ ! -f ""/etc/dconf/profile/user"" ] &&
l_gpfile=""/etc/dconf/profile/user"" || l_gpfile=""/etc/dconf/profile/user2""
echo -e "" - creating dconf database profile""
{
echo -e ""\nuser-db:user""
echo ""system-db:$l_gpname""
} >> ""$l_gpfile""
fi
# create dconf directory if it doesn't exists
l_gpdir=""/etc/dconf/db/$l_gpname.d""
if [ -d ""$l_gpdir"" ]; then
echo "" - The dconf database directory \""$l_gpdir\"" exists""
else
echo "" - creating dconf database directory \""$l_gpdir\""""
mkdir ""$l_gpdir""
fi
# check autorun-never setting
if grep -Pqs -- '^\h*autorun-never\h*=\h*true\b' ""$l_kfile""; then
echo "" - \""autorun-never\"" is set to true in: \""$l_kfile\""""
else
echo "" - creating or updating \""autorun-never\"" entry in
\""$l_kfile\""""
if grep -Psq -- '^\h*autorun-never' ""$l_kfile""; then
sed -ri 's/(^\s*autorun-never\s*=\s*)(\S+)(\s*.*)$/\1true \3/'
""$l_kfile""
else
! grep -Psq -- '\^\h*\[org\/gnome\/desktop\/media-handling\]\b'
""$l_kfile"" && echo '[org/gnome/desktop/media-handling]' >> ""$l_kfile""
sed -ri '/^\s*\[org\/gnome\/desktop\/media-handling\]/a
\\nautorun-never=true' ""$l_kfile""
fi
fi
else
echo -e ""\n - GNOME Desktop Manager package is not installed on the
system\n - Recommendation is not applicable""
fi
# update dconf database
dconf update
}
Default Value:
false
",,TRUE
1.8.9,Ensure GDM autorun-never is not overridden,"
The autorun-never setting allows the GNOME Desktop Display Manager to disable
autorun through GDM.
By using the lockdown mode in dconf, you can prevent users from changing specific
settings.
To lock down a dconf key or subpath, create a locks subdirectory in the keyfile directory.
The files inside this directory contain a list of keys or subpaths to lock. Just as with the
keyfiles, you may add any number of files to this directory.
Example Lock File:
# Lock desktop media-handling settings
/org/gnome/desktop/media-handling/autorun-never
","
Run the following script to ensure that autorun-never=true cannot be overridden:
#!/usr/bin/env bash
{
# Check if GNOME Desktop Manager is installed. If package isn't
installed, recommendation is Not Applicable\n
# determine system's package manager
l_pkgoutput=""""
if command -v dpkg-query > /dev/null 2>&1; then
l_pq=""dpkg-query -W""
elif command -v rpm > /dev/null 2>&1; then
l_pq=""rpm -q""
fi
# Check if GDM is installed
l_pcl=""gdm gdm3"" # Space separated list of packages to check
for l_pn in $l_pcl; do
$l_pq ""$l_pn"" > /dev/null 2>&1 && l_pkgoutput=""y"" && echo -e ""\n -
Package: \""$l_pn\"" exists on the system\n - remediating configuration if
needed""
done
# Check configuration (If applicable)
if [ -n ""$l_pkgoutput"" ]; then
# Look for autorun to determine profile in use, needed for remaining
tests
l_kfd=""/etc/dconf/db/$(grep -Psril '^\h*autorun-never\b'
/etc/dconf/db/*/ | awk -F'/' '{split($(NF-1),a,""."");print a[1]}').d"" #set
directory of key file to be locked
if [ -d ""$l_kfd"" ]; then # If key file directory doesn't exist, options
can't be locked
if grep -Priq '^\h*\/org/gnome\/desktop\/media-handling\/autorun-
never\b' ""$l_kfd""; then
echo "" - \""autorun-never\"" is locked in \""$(grep -Pril
'^\h*\/org/gnome\/desktop\/media-handling\/autorun-never\b' ""$l_kfd"")\""""
else
echo "" - creating entry to lock \""autorun-never\""""
[ ! -d ""$l_kfd""/locks ] && echo ""creating directory $l_kfd/locks""
&& mkdir ""$l_kfd""/locks
{
echo -e '\n# Lock desktop media-handling autorun-never
setting'
echo '/org/gnome/desktop/media-handling/autorun-never'
} >> ""$l_kfd""/locks/00-media-autorun
fi
else
echo -e "" - \""autorun-never\"" is not set so it can not be locked\n -
Please follow Recommendation \""Ensure GDM autorun-never is enabled\"" and
follow this Recommendation again""
fi
# update dconf database
dconf update
else
echo -e "" - GNOME Desktop Manager package is not installed on the
system\n - Recommendation is not applicable""
fi
}
",,TRUE
1.8.10,Ensure XDMCP is not enabled,"
X Display Manager Control Protocol (XDMCP) is designed to provide authenticated
access to display management services for remote displays
","
Edit the file /etc/gdm/custom.conf and remove the line:
Enable=true
Default Value:
false
",,TRUE
3.1.2,Ensure wireless interfaces are not available,"
Wireless networking is used when wired networks are unavailable.
","
Run the following script to disable any wireless interfaces:
#!/usr/bin/env bash
{
module_fix()
{
if ! modprobe -n -v ""$l_mname"" | grep -P -- '^\h*install
\/bin\/(true|false)'; then
echo -e "" - setting module: \""$l_mname\"" to be un-loadable""
echo -e ""install $l_mname /bin/false"" >>
/etc/modprobe.d/""$l_mname"".conf
fi
if lsmod | grep ""$l_mname"" > /dev/null 2>&1; then
echo -e "" - unloading module \""$l_mname\""""
modprobe -r ""$l_mname""
fi
if ! grep -Pq -- ""^\h*blacklist\h+$l_mname\b"" /etc/modprobe.d/*; then
echo -e "" - deny listing \""$l_mname\""""
echo -e ""blacklist $l_mname"" >> /etc/modprobe.d/""$l_mname"".conf
fi
}
if [ -n ""$(find /sys/class/net/*/ -type d -name wireless)"" ]; then
l_dname=$(for driverdir in $(find /sys/class/net/*/ -type d -name
wireless | xargs -0 dirname); do basename ""$(readlink -f
""$driverdir""/device/driver/module)"";done | sort -u)
for l_mname in $l_dname; do
module_fix
done
fi
}
",,TRUE
3.1.3,Ensure bluetooth services are not in use,"
Bluetooth is a short-range wireless technology standard that is used for exchanging
data between devices over short distances. It employs UHF radio waves in the ISM
bands, from 2.402 GHz to 2.48 GHz. It is mainly used as an alternative to wire
connections.
","
Run the following commands to stop bluetooth.service, and remove the bluez
package:
# systemctl stop bluetooth.service
# zypper remove bluez
- OR -
- IF - the bluez package is required as a dependency:
Run the following commands to stop and mask bluetooth.service:
# systemctl stop bluetooth.service
# systemctl mask bluetooth.service
Note: A reboot may be required
",,TRUE
3.2.1,Ensure dccp kernel module is not available,"
The Datagram Congestion Control Protocol (DCCP) is a transport layer protocol that
supports streaming media and telephony. DCCP provides a way to gain access to
congestion control, without having to do it at the application layer, but does not provide
in-sequence delivery.
","
Run the following to unload and disable the dccp kernel module. This can also be done
by running the script included below.
Run the following commands to unload the dccp kernel module:
# modprobe -r dccp 2>/dev/null
# rmmod dccp 2>/dev/null
Perform the following to disable the dccp kernel module:
Create a file ending in .conf with install dccp /bin/false in the
/etc/modprobe.d/ directory
Example:
# printf '\n%s\n' ""install dccp /bin/false"" >> dccp.conf
Create a file ending in .conf with blacklist dccp in the /etc/modprobe.d/ directory
Example:
# printf '\n%s\n' ""blacklist dccp"" >> dccp.conf
",,TRUE
3.2.2,Ensure tipc kernel module is not available,"
The Transparent Inter-Process Communication (TIPC) protocol is designed to provide
communication between cluster nodes.
","
Run the following to unload and disable the tipc kernel module. This can also be done
by running the script included below.
Run the following commands to unload the tipc kernel module:
# modprobe -r tipc 2>/dev/null
# rmmod tipc 2>/dev/null
Perform the following to disable the tipc kernel module:
Create a file ending in .conf with install tipc /bin/false in the
/etc/modprobe.d/ directory
Example:
# printf '\n%s\n' ""install tipc /bin/false"" >> tipc.conf
Create a file ending in .conf with blacklist tipc in the /etc/modprobe.d/ directory
Example:
# printf '\n%s\n' ""blacklist tipc"" >> tipc.conf
",,TRUE
3.2.3,Ensure rds kernel module is not available,"
The Reliable Datagram Sockets (RDS) protocol is a transport layer protocol designed to
provide low-latency, high-bandwidth communications between cluster nodes. It was
developed by the Oracle Corporation.
","
Run the following to unload and disable the rds kernel module. This can also be done
by running the script included below.
Run the following commands to unload the rds kernel module:
# modprobe -r rds 2>/dev/null
# rmmod rds 2>/dev/null
Perform the following to disable the rds kernel module:
Create a file ending in .conf with install rds /bin/false in the /etc/modprobe.d/
directory
Example:
# printf '\n%s\n' ""install rds /bin/false"" >> rds.conf
Create a file ending in .conf with blacklist rds in the /etc/modprobe.d/ directory
Example:
# printf '\n%s\n' ""blacklist rds"" >> rds.conf
",,TRUE
3.2.4,Ensure sctp kernel module is not available,"
The Stream Control Transmission Protocol (SCTP) is a transport layer protocol used to
support message oriented communication, with several streams of messages in one
connection. It serves a similar function as TCP and UDP, incorporating features of both.
It is message-oriented like UDP, and ensures reliable in-sequence transport of
messages with congestion control like TCP.
","
Run the following to unload and disable the sctp kernel module. This can also be done
by running the script included below.
Run the following commands to unload the sctp kernel module:
# modprobe -r sctp 2>/dev/null
# rmmod sctp 2>/dev/null
Perform the following to disable the sctp kernel module:
Create a file ending in .conf with install sctp /bin/false in the
/etc/modprobe.d/ directory
Example:
# printf '\n%s\n' ""install sctp /bin/false"" >> sctp.conf
Create a file ending in .conf with blacklist sctp in the /etc/modprobe.d/ directory
Example:
# printf '\n%s\n' ""blacklist sctp"" >> sctp.conf
",,TRUE
3.3.1,Ensure ip forwarding is disabled,"
The net.ipv4.ip_forward and net.ipv6.conf.all.forwarding flags are used to
tell the system whether it can forward packets or not.
","
Set the following parameter in /etc/sysctl.conf or a file in /etc/sysctl.d/ ending
in .conf:
• net.ipv4.ip_forward = 0
Example:
# printf '%s\n' ""net.ipv4.ip_forward = 0"" >> /etc/sysctl.d/60-
netipv4_sysctl.conf
Run the following script to set the active kernel parameters:
#!/usr/bin/env bash
{
sysctl -w net.ipv4.ip_forward=0
sysctl -w net.ipv4.route.flush=1
}
- IF - IPv6 is enabled on the system:
Set the following parameter in /etc/sysctl.conf or a file in /etc/sysctl.d/ ending
in .conf:
• net.ipv6.conf.all.forwarding = 0
Example:
# printf '%s\n' ""net.ipv6.conf.all.forwarding = 0"" >> /etc/sysctl.d/60-
netipv6_sysctl.conf
Run the following script to set the active kernel parameters:
#!/usr/bin/env bash
{
sysctl -w net.ipv6.conf.all.forwarding=0
sysctl -w net.ipv6.route.flush=1
}
Note: If these settings appear in a canonically later file, or later in the same file, these
settings will be overwritten
Default Value:
net.ipv4.ip_forward = 0
net.ipv6.conf.all.forwarding = 0
",,TRUE
3.3.2,Ensure packet redirect sending is disabled,"
ICMP Redirects are used to send routing information to other hosts. As a host itself
does not act as a router (in a host only configuration), there is no need to send
redirects.
","
Set the following parameters in /etc/sysctl.conf or a file in /etc/sysctl.d/ ending
in .conf:
• net.ipv4.conf.all.send_redirects = 0
• net.ipv4.conf.default.send_redirects = 0
Example:
# printf '%s\n' ""net.ipv4.conf.all.send_redirects = 0""
""net.ipv4.conf.default.send_redirects = 0"" >> /etc/sysctl.d/60-
netipv4_sysctl.conf
Run the following script to set the active kernel parameters:
#!/usr/bin/env bash
{
sysctl -w net.ipv4.conf.all.send_redirects=0
sysctl -w net.ipv4.conf.default.send_redirects=0
sysctl -w net.ipv4.route.flush=1
}
Note: If these settings appear in a canonically later file, or later in the same file, these
settings will be overwritten
Default Value:
net.ipv4.conf.all.send_redirects = 1
net.ipv4.conf.default.send_redirects = 1
",,TRUE
3.3.3,Ensure bogus icmp responses are ignored,"
Setting net.ipv4.icmp_ignore_bogus_error_responses to 1 prevents the kernel
from logging bogus responses (RFC-1122 non-compliant) from broadcast reframes,
keeping file systems from filling up with useless log messages.
","
Set the following parameter in /etc/sysctl.conf or a file in /etc/sysctl.d/ ending
in .conf:
• net.ipv4.icmp_ignore_bogus_error_responses = 1
Example:
# printf '%s\n' ""net.ipv4.icmp_ignore_bogus_error_responses = 1"" >>
/etc/sysctl.d/60-netipv4_sysctl.conf
Run the following script to set the active kernel parameters:
#!/usr/bin/env bash
{
sysctl -w net.ipv4.icmp_ignore_bogus_error_responses=1
sysctl -w net.ipv4.route.flush=1
}
Note: If these settings appear in a canonically later file, or later in the same file, these
settings will be overwritten
Default Value:
net.ipv4.icmp_ignore_bogus_error_responses = 1
",,TRUE
